kind,error
"Scale Up",0.07840060856748918
"Scale Up",0.07132688358342773
"Scale Up",0.20365143973639038
"Scale Up",0.5228334081724293
"Scale Up",0.08177905308464849
"Scale Up",0.040284754332856526
"Scale Up",0.1382166672799454
"Scale Up",0.16945012497159737
"Scale Up",0.2179326190921478
"Scale Up",0.031133482475764356
"Scale Up",0.0961760923854491
"Scale Up",0.08897795591182364
"Scale Up",0.09838766623514182
"Scale Up",0.2444192628075808
"Scale Up",0.3142466288841118
"Scale Up",0.07164946631794727
"Scale Up",0.03257846642828764
"Scale Up",0.19199591628381826
"Scale Up",0.20052641741445718
"Scale Up",0.008595683933968139
"Scale Up",0.5097928185996936
"Scale Up",0.3628793559335412
"Scale Up",0.04054260021338211
"Scale Up",0.0028267566858940743
"Scale Up",0.07609967827095569
"Scale Up",0.3272017184143722
"Scale Up",0.004401731347663414
"Scale Up",0.18008063805411123
"Scale Up",0.02025556081400852
"Scale Up",0.18905524059555864
"Scale Up",0.11981665576956939
"Scale Up",0.06298635955064227
"Scale Up",0.05989278752436647
"Scale Up",0.17804443003080914
"Scale Up",0.3209225890524397
"Scale Up",0.15870212646400103
"Scale Up",0.5104812538372792
"Scale Up",0.05387059453888341
"Scale Up",0.25196825039043
"Scale Up",0.22233492240592354
"Scale Up",0.07838750983507922
"Scale Up",0.34327941996653655
"Scale Up",0.08573174797199688
"Scale Up",0.48613349068379363
"Scale Up",0.31767090473558135
"Scale Up",0.3110802567487595
"Scale Up",0.16695193467830186
"Scale Up",0.0976008215085885
"Scale Up",0.10324095951490879
"Scale Up",0.09930583443290689
"Scale Up",0.444028238006051
"Scale Up",0.037144317600954165
"Scale Up",0.05369522158950235
"Scale Up",0.3630422944273008
"Scale Up",0.1628924550130007
"Scale Up",0.04458128868789891
"Scale Up",0.446566542234569
"Scale Up",0.12510655480281754
"Scale Up",0.4301299750824971
"Scale Up",0.035232992368891054
"Scale Up",0.0858286391935962
"Scale Up",0.03288699900479508
"Scale Up",0.06533576388274369
"Scale Up",0.14965303140978817
"Scale Up",0.25599228112939265
"Scale Up",0.11491258538844507
"Scale Up",0.10101598869751176
"Scale Up",0.17116839350374646
"Scale Up",0.08414996745192561
"Scale Up",0.17460221995014802
"Scale Up",0.056324283748279746
