config,is_criticals,parallel_threads,machine_splits,timing
3_AFP,"absolute time (0:30:00)","2→1 10→4 \_→8","fixed fraction (0.1)",111.3447
3_AFP,"absolute time (0:30:00)","2→1 10→4 \_→8","fixed fraction (0.3)",111.3447
3_AFP,"absolute time (0:30:00)","2→1 10→4 \_→8","fixed fraction (0.5)",111.3447
3_AFP,"absolute time (0:30:00)","2→1 10→4 \_→8","host speed (0.5)",111.3447
3_AFP,"absolute time (0:30:00)","2→1 10→4 \_→8","host speed (0.7)",111.3447
3_AFP,"absolute time (0:30:00)","2→1 10→4 \_→8","host speed (0.9)",111.3447
3_AFP,"absolute time (0:30:00)","2→1 10→2 20→4 \_→8","per critical node",137.11626666666666
3_AFP,"absolute time (0:30:00)","2→1 10→2 20→4 \_→8","fixed fraction (0.1)",137.11626666666666
3_AFP,"absolute time (0:30:00)","2→1 10→2 20→4 \_→8","fixed fraction (0.3)",137.11626666666666
3_AFP,"absolute time (0:30:00)","2→1 10→2 20→4 \_→8","fixed fraction (0.5)",137.11626666666666
3_AFP,"absolute time (0:30:00)","2→1 10→2 20→4 \_→8","host speed (0.5)",137.11626666666666
3_AFP,"absolute time (0:30:00)","2→1 10→2 20→4 \_→8","host speed (0.7)",137.11626666666666
3_AFP,"absolute time (0:30:00)","2→1 10→2 20→4 \_→8","host speed (0.9)",137.11626666666666
3_AFP,"relative time (0.9)",\_→1,"per critical node",182.08821666666665
3_AFP,"relative time (0.9)",\_→1,"fixed fraction (0.1)",182.08821666666665
3_AFP,"relative time (0.9)",\_→1,"fixed fraction (0.3)",182.08821666666665
3_AFP,"relative time (0.9)",\_→1,"fixed fraction (0.5)",182.08821666666665
3_AFP,"relative time (0.9)",\_→1,"host speed (0.5)",182.08821666666665
3_AFP,"relative time (0.9)",\_→1,"host speed (0.7)",182.08821666666665
3_AFP,"relative time (0.9)",\_→1,"host speed (0.9)",182.08821666666665
3_AFP,"relative time (0.9)",\_→4,"per critical node",99.30263333333333
3_AFP,"relative time (0.9)",\_→4,"fixed fraction (0.1)",99.30263333333333
3_AFP,"relative time (0.9)",\_→4,"fixed fraction (0.3)",99.30263333333333
3_AFP,"relative time (0.9)",\_→4,"fixed fraction (0.5)",99.30263333333333
3_AFP,"relative time (0.9)",\_→4,"host speed (0.5)",99.30263333333333
3_AFP,"relative time (0.9)",\_→4,"host speed (0.7)",99.30263333333333
3_AFP,"relative time (0.9)",\_→4,"host speed (0.9)",99.30263333333333
3_AFP,"relative time (0.9)",\_→8,"per critical node",115.25085
3_AFP,"relative time (0.9)",\_→8,"fixed fraction (0.1)",115.25085
3_AFP,"relative time (0.9)",\_→8,"fixed fraction (0.3)",115.25085
3_AFP,"relative time (0.9)",\_→8,"fixed fraction (0.5)",115.25085
3_AFP,"relative time (0.9)",\_→8,"host speed (0.5)",115.25085
3_AFP,"relative time (0.9)",\_→8,"host speed (0.7)",115.25085
3_AFP,"relative time (0.9)",\_→8,"host speed (0.9)",115.25085
3_AFP,"relative time (0.9)","1→1 \_→8","per critical node",105.02886666666667
3_AFP,"relative time (0.9)","1→1 \_→8","fixed fraction (0.1)",105.02886666666667
3_AFP,"relative time (0.9)","1→1 \_→8","fixed fraction (0.3)",105.02886666666667
3_AFP,"relative time (0.9)","1→1 \_→8","fixed fraction (0.5)",105.02886666666667
3_AFP,"relative time (0.9)","1→1 \_→8","host speed (0.5)",105.02886666666667
3_AFP,"relative time (0.9)","1→1 \_→8","host speed (0.7)",105.02886666666667
3_AFP,"relative time (0.9)","1→1 \_→8","host speed (0.9)",105.02886666666667
3_AFP,"relative time (0.9)","1→1 5→4 \_→8","per critical node",92.9704
3_AFP,"relative time (0.9)","1→1 5→4 \_→8","fixed fraction (0.1)",92.9704
3_AFP,"relative time (0.9)","1→1 5→4 \_→8","fixed fraction (0.3)",92.9704
3_AFP,"relative time (0.9)","1→1 5→4 \_→8","fixed fraction (0.5)",92.9704
3_AFP,"relative time (0.9)","1→1 5→4 \_→8","host speed (0.5)",92.9704
3_AFP,"relative time (0.9)","1→1 5→4 \_→8","host speed (0.7)",92.9704
3_AFP,"relative time (0.9)","1→1 5→4 \_→8","host speed (0.9)",92.9704
3_AFP,"relative time (0.9)","1→1 5→2 10→4 \_→8","per critical node",105.98653333333333
3_AFP,"relative time (0.9)","1→1 5→2 10→4 \_→8","fixed fraction (0.1)",105.98653333333333
3_AFP,"relative time (0.9)","1→1 5→2 10→4 \_→8","fixed fraction (0.3)",105.98653333333333
3_AFP,"relative time (0.9)","1→1 5→2 10→4 \_→8","fixed fraction (0.5)",105.98653333333333
3_AFP,"relative time (0.9)","1→1 5→2 10→4 \_→8","host speed (0.5)",105.98653333333333
3_AFP,"relative time (0.9)","1→1 5→2 10→4 \_→8","host speed (0.7)",105.98653333333333
3_AFP,"relative time (0.9)","1→1 5→2 10→4 \_→8","host speed (0.9)",105.98653333333333
3_AFP,"relative time (0.9)","2→1 \_→8","per critical node",96.57183333333333
3_AFP,"relative time (0.9)","2→1 \_→8","fixed fraction (0.1)",96.57183333333333
3_AFP,"relative time (0.9)","2→1 \_→8","fixed fraction (0.3)",96.57183333333333
3_AFP,"relative time (0.9)","2→1 \_→8","fixed fraction (0.5)",96.57183333333333
3_AFP,"relative time (0.9)","2→1 \_→8","host speed (0.5)",96.57183333333333
3_AFP,"relative time (0.9)","2→1 \_→8","host speed (0.7)",96.57183333333333
3_AFP,"relative time (0.9)","2→1 \_→8","host speed (0.9)",96.57183333333333
3_AFP,"relative time (0.9)","2→1 10→4 \_→8","per critical node",99.26
3_AFP,"relative time (0.9)","2→1 10→4 \_→8","fixed fraction (0.1)",99.26
3_AFP,"relative time (0.9)","2→1 10→4 \_→8","fixed fraction (0.3)",99.26
3_AFP,"relative time (0.9)","2→1 10→4 \_→8","fixed fraction (0.5)",99.26
3_AFP,"relative time (0.9)","2→1 10→4 \_→8","host speed (0.5)",99.26
3_AFP,"relative time (0.9)","2→1 10→4 \_→8","host speed (0.7)",99.26
3_AFP,"relative time (0.9)","2→1 10→4 \_→8","host speed (0.9)",99.26
3_AFP,"relative time (0.9)","2→1 10→2 20→4 \_→8","per critical node",91.70978333333333
3_AFP,"relative time (0.9)","2→1 10→2 20→4 \_→8","fixed fraction (0.1)",91.70978333333333
3_AFP,"relative time (0.9)","2→1 10→2 20→4 \_→8","fixed fraction (0.3)",91.70978333333333
3_AFP,"relative time (0.9)","2→1 10→2 20→4 \_→8","fixed fraction (0.5)",91.70978333333333
3_AFP,"relative time (0.9)","2→1 10→2 20→4 \_→8","host speed (0.5)",91.70978333333333
3_AFP,"relative time (0.9)","2→1 10→2 20→4 \_→8","host speed (0.7)",91.70978333333333
3_AFP,"relative time (0.9)","2→1 10→2 20→4 \_→8","host speed (0.9)",91.70978333333333
3_AFP,"relative time (0.75)",\_→1,"per critical node",238.53846666666666
3_AFP,"relative time (0.75)",\_→1,"fixed fraction (0.1)",157.38701666666665
3_AFP,"relative time (0.75)",\_→1,"fixed fraction (0.3)",587.4203666666667
3_AFP,"relative time (0.75)",\_→1,"fixed fraction (0.5)",238.53846666666666
3_AFP,"relative time (0.75)",\_→1,"host speed (0.5)",238.53846666666666
3_AFP,"relative time (0.75)",\_→1,"host speed (0.7)",238.53846666666666
3_AFP,"relative time (0.75)",\_→1,"host speed (0.9)",238.53846666666666
3_AFP,"relative time (0.75)",\_→4,"per critical node",105.83918333333334
3_AFP,"relative time (0.75)",\_→4,"fixed fraction (0.1)",120.67998333333334
3_AFP,"relative time (0.75)",\_→4,"fixed fraction (0.3)",84.25503333333333
3_AFP,"relative time (0.75)",\_→4,"fixed fraction (0.5)",105.83918333333334
3_AFP,"relative time (0.75)",\_→4,"host speed (0.5)",83.47285
3_AFP,"relative time (0.75)",\_→4,"host speed (0.7)",83.47285
3_AFP,"relative time (0.75)",\_→4,"host speed (0.9)",83.47285
3_AFP,"relative time (0.75)",\_→8,"per critical node",115.17441666666667
3_AFP,"relative time (0.75)",\_→8,"fixed fraction (0.1)",115.29818333333333
3_AFP,"relative time (0.75)",\_→8,"fixed fraction (0.3)",115.64551666666667
3_AFP,"relative time (0.75)",\_→8,"fixed fraction (0.5)",115.17441666666667
3_AFP,"relative time (0.75)",\_→8,"host speed (0.5)",114.32058333333333
3_AFP,"relative time (0.75)",\_→8,"host speed (0.7)",114.32058333333333
3_AFP,"relative time (0.75)",\_→8,"host speed (0.9)",114.32058333333333
3_AFP,"relative time (0.75)","1→1 \_→8","per critical node",101.9859
3_AFP,"relative time (0.75)","1→1 \_→8","fixed fraction (0.1)",100.0944
3_AFP,"relative time (0.75)","1→1 \_→8","fixed fraction (0.3)",104.99265
3_AFP,"relative time (0.75)","1→1 \_→8","fixed fraction (0.5)",101.9859
3_AFP,"relative time (0.75)","1→1 \_→8","host speed (0.5)",103.00065
3_AFP,"relative time (0.75)","1→1 \_→8","host speed (0.7)",103.00065
3_AFP,"relative time (0.75)","1→1 \_→8","host speed (0.9)",103.00065
3_AFP,"relative time (0.75)","1→1 5→4 \_→8","per critical node",95.55195
3_AFP,"relative time (0.75)","1→1 5→4 \_→8","fixed fraction (0.1)",82.21336666666667
3_AFP,"relative time (0.75)","1→1 5→4 \_→8","fixed fraction (0.3)",89.63491666666667
3_AFP,"relative time (0.75)","1→1 5→4 \_→8","fixed fraction (0.5)",95.55195
3_AFP,"relative time (0.75)","1→1 5→4 \_→8","host speed (0.5)",90.79366666666667
3_AFP,"relative time (0.75)","1→1 5→4 \_→8","host speed (0.7)",90.79366666666667
3_AFP,"relative time (0.75)","1→1 5→4 \_→8","host speed (0.9)",90.79366666666667
3_AFP,"relative time (0.75)","1→1 5→2 10→4 \_→8","per critical node",120.19456666666666
3_AFP,"relative time (0.75)","1→1 5→2 10→4 \_→8","fixed fraction (0.1)",79.87241666666667
3_AFP,"relative time (0.75)","1→1 5→2 10→4 \_→8","fixed fraction (0.3)",120.19456666666666
3_AFP,"relative time (0.75)","1→1 5→2 10→4 \_→8","fixed fraction (0.5)",120.19456666666666
3_AFP,"relative time (0.75)","1→1 5→2 10→4 \_→8","host speed (0.5)",108.16881666666667
3_AFP,"relative time (0.75)","1→1 5→2 10→4 \_→8","host speed (0.7)",108.16881666666667
3_AFP,"relative time (0.75)","1→1 5→2 10→4 \_→8","host speed (0.9)",108.16881666666667
3_AFP,"relative time (0.75)","2→1 \_→8","per critical node",100.1484
3_AFP,"relative time (0.75)","2→1 \_→8","fixed fraction (0.1)",98.72686666666667
3_AFP,"relative time (0.75)","2→1 \_→8","fixed fraction (0.3)",97.46895
3_AFP,"relative time (0.75)","2→1 \_→8","fixed fraction (0.5)",100.1484
3_AFP,"relative time (0.75)","2→1 \_→8","host speed (0.5)",97.7929
3_AFP,"relative time (0.75)","2→1 \_→8","host speed (0.7)",97.7929
3_AFP,"relative time (0.75)","2→1 \_→8","host speed (0.9)",97.7929
3_AFP,"relative time (0.75)","2→1 10→4 \_→8","per critical node",88.73255
3_AFP,"relative time (0.75)","2→1 10→4 \_→8","fixed fraction (0.1)",101.33085
3_AFP,"relative time (0.75)","2→1 10→4 \_→8","fixed fraction (0.3)",85.09568333333333
3_AFP,"relative time (0.75)","2→1 10→4 \_→8","fixed fraction (0.5)",88.73255
3_AFP,"relative time (0.75)","2→1 10→4 \_→8","host speed (0.5)",112.9291
3_AFP,"relative time (0.75)","2→1 10→4 \_→8","host speed (0.7)",112.9291
3_AFP,"relative time (0.75)","2→1 10→4 \_→8","host speed (0.9)",112.9291
3_AFP,"relative time (0.75)","2→1 10→2 20→4 \_→8","per critical node",125.15713333333333
3_AFP,"relative time (0.75)","2→1 10→2 20→4 \_→8","fixed fraction (0.1)",90.79968333333333
3_AFP,"relative time (0.75)","2→1 10→2 20→4 \_→8","fixed fraction (0.3)",125.15713333333333
3_AFP,"relative time (0.75)","2→1 10→2 20→4 \_→8","fixed fraction (0.5)",125.15713333333333
3_AFP,"relative time (0.75)","2→1 10→2 20→4 \_→8","host speed (0.5)",125.15713333333333
3_AFP,"relative time (0.75)","2→1 10→2 20→4 \_→8","host speed (0.7)",125.15713333333333
3_AFP,"relative time (0.75)","2→1 10→2 20→4 \_→8","host speed (0.9)",125.15713333333333
3_AFP,"relative time (0.5)",\_→1,"per critical node",237.41593333333333
3_AFP,"relative time (0.5)",\_→1,"fixed fraction (0.1)",244.92658333333333
3_AFP,"relative time (0.5)",\_→1,"fixed fraction (0.3)",575.4975
3_AFP,"relative time (0.5)",\_→1,"fixed fraction (0.5)",201.08378333333334
3_AFP,"relative time (0.5)",\_→1,"host speed (0.5)",238.53846666666666
3_AFP,"relative time (0.5)",\_→1,"host speed (0.7)",238.53846666666666
3_AFP,"relative time (0.5)",\_→1,"host speed (0.9)",238.53846666666666
3_AFP,"relative time (0.5)",\_→4,"per critical node",85.71696666666666
3_AFP,"relative time (0.5)",\_→4,"fixed fraction (0.1)",119.27168333333333
3_AFP,"relative time (0.5)",\_→4,"fixed fraction (0.3)",86.1572
3_AFP,"relative time (0.5)",\_→4,"fixed fraction (0.5)",86.76078333333334
3_AFP,"relative time (0.5)",\_→4,"host speed (0.5)",118.4014
3_AFP,"relative time (0.5)",\_→4,"host speed (0.7)",118.4014
3_AFP,"relative time (0.5)",\_→4,"host speed (0.9)",118.4014
3_AFP,"relative time (0.5)",\_→8,"per critical node",116.27926666666667
3_AFP,"relative time (0.5)",\_→8,"fixed fraction (0.1)",114.83668333333334
3_AFP,"relative time (0.5)",\_→8,"fixed fraction (0.3)",118.34913333333333
3_AFP,"relative time (0.5)",\_→8,"fixed fraction (0.5)",116.74038333333333
3_AFP,"relative time (0.5)",\_→8,"host speed (0.5)",115.68725
3_AFP,"relative time (0.5)",\_→8,"host speed (0.7)",115.68725
3_AFP,"relative time (0.5)",\_→8,"host speed (0.9)",115.68725
3_AFP,"relative time (0.5)","1→1 \_→8","per critical node",104.90981666666667
3_AFP,"relative time (0.5)","1→1 \_→8","fixed fraction (0.1)",101.43018333333333
3_AFP,"relative time (0.5)","1→1 \_→8","fixed fraction (0.3)",100.78918333333333
3_AFP,"relative time (0.5)","1→1 \_→8","fixed fraction (0.5)",101.66795
3_AFP,"relative time (0.5)","1→1 \_→8","host speed (0.5)",101.23663333333333
3_AFP,"relative time (0.5)","1→1 \_→8","host speed (0.7)",101.23663333333333
3_AFP,"relative time (0.5)","1→1 \_→8","host speed (0.9)",101.23663333333333
3_AFP,"relative time (0.5)","1→1 5→4 \_→8","per critical node",80.98066666666666
3_AFP,"relative time (0.5)","1→1 5→4 \_→8","fixed fraction (0.1)",83.15171666666667
3_AFP,"relative time (0.5)","1→1 5→4 \_→8","fixed fraction (0.3)",81.3588
3_AFP,"relative time (0.5)","1→1 5→4 \_→8","fixed fraction (0.5)",82.66833333333334
3_AFP,"relative time (0.5)","1→1 5→4 \_→8","host speed (0.5)",77.29913333333333
3_AFP,"relative time (0.5)","1→1 5→4 \_→8","host speed (0.7)",77.29913333333333
3_AFP,"relative time (0.5)","1→1 5→4 \_→8","host speed (0.9)",77.29913333333333
3_AFP,"relative time (0.5)","1→1 5→2 10→4 \_→8","per critical node",81.07283333333334
3_AFP,"relative time (0.5)","1→1 5→2 10→4 \_→8","fixed fraction (0.1)",85.26678333333334
3_AFP,"relative time (0.5)","1→1 5→2 10→4 \_→8","fixed fraction (0.3)",100.7206
3_AFP,"relative time (0.5)","1→1 5→2 10→4 \_→8","fixed fraction (0.5)",87.82993333333333
3_AFP,"relative time (0.5)","1→1 5→2 10→4 \_→8","host speed (0.5)",112.90721666666667
3_AFP,"relative time (0.5)","1→1 5→2 10→4 \_→8","host speed (0.7)",112.90721666666667
3_AFP,"relative time (0.5)","1→1 5→2 10→4 \_→8","host speed (0.9)",112.90721666666667
3_AFP,"relative time (0.5)","2→1 \_→8","per critical node",100.28256666666667
3_AFP,"relative time (0.5)","2→1 \_→8","fixed fraction (0.1)",120.35235
3_AFP,"relative time (0.5)","2→1 \_→8","fixed fraction (0.3)",114.7484
3_AFP,"relative time (0.5)","2→1 \_→8","fixed fraction (0.5)",100.45891666666667
3_AFP,"relative time (0.5)","2→1 \_→8","host speed (0.5)",99.64228333333334
3_AFP,"relative time (0.5)","2→1 \_→8","host speed (0.7)",99.64228333333334
3_AFP,"relative time (0.5)","2→1 \_→8","host speed (0.9)",99.64228333333334
3_AFP,"relative time (0.5)","2→1 10→4 \_→8","per critical node",125.02218333333333
3_AFP,"relative time (0.5)","2→1 10→4 \_→8","fixed fraction (0.1)",129.50585
3_AFP,"relative time (0.5)","2→1 10→4 \_→8","fixed fraction (0.3)",107.18373333333334
3_AFP,"relative time (0.5)","2→1 10→4 \_→8","fixed fraction (0.5)",125.7672
3_AFP,"relative time (0.5)","2→1 10→4 \_→8","host speed (0.5)",72.70291666666667
3_AFP,"relative time (0.5)","2→1 10→4 \_→8","host speed (0.7)",72.70291666666667
3_AFP,"relative time (0.5)","2→1 10→4 \_→8","host speed (0.9)",72.70291666666667
3_AFP,"relative time (0.5)","2→1 10→2 20→4 \_→8","per critical node",153.82823333333334
3_AFP,"relative time (0.5)","2→1 10→2 20→4 \_→8","fixed fraction (0.1)",152.37496666666667
3_AFP,"relative time (0.5)","2→1 10→2 20→4 \_→8","fixed fraction (0.3)",138.784
3_AFP,"relative time (0.5)","2→1 10→2 20→4 \_→8","fixed fraction (0.5)",141.94088333333335
3_AFP,"relative time (0.5)","2→1 10→2 20→4 \_→8","host speed (0.5)",139.95143333333334
3_AFP,"relative time (0.5)","2→1 10→2 20→4 \_→8","host speed (0.7)",139.95143333333334
3_AFP,"relative time (0.5)","2→1 10→2 20→4 \_→8","host speed (0.9)",139.95143333333334
3_AFP,"relative time (0.25)",\_→1,"per critical node",133.75913333333332
3_AFP,"relative time (0.25)",\_→1,"fixed fraction (0.1)",126.8733
3_AFP,"relative time (0.25)",\_→1,"fixed fraction (0.3)",141.30873333333332
3_AFP,"relative time (0.25)",\_→1,"fixed fraction (0.5)",167.85126666666667
3_AFP,"relative time (0.25)",\_→1,"host speed (0.5)",108.79555
3_AFP,"relative time (0.25)",\_→1,"host speed (0.7)",108.79555
3_AFP,"relative time (0.25)",\_→1,"host speed (0.9)",108.79555
3_AFP,"relative time (0.25)",\_→4,"per critical node",97.5131
3_AFP,"relative time (0.25)",\_→4,"fixed fraction (0.1)",101.10703333333333
3_AFP,"relative time (0.25)",\_→4,"fixed fraction (0.3)",84.2016
3_AFP,"relative time (0.25)",\_→4,"fixed fraction (0.5)",92.07408333333333
3_AFP,"relative time (0.25)",\_→4,"host speed (0.5)",86.64481666666667
3_AFP,"relative time (0.25)",\_→4,"host speed (0.7)",86.64481666666667
3_AFP,"relative time (0.25)",\_→4,"host speed (0.9)",86.64481666666667
3_AFP,"relative time (0.25)",\_→8,"per critical node",125.44511666666666
3_AFP,"relative time (0.25)",\_→8,"fixed fraction (0.1)",114.45848333333333
3_AFP,"relative time (0.25)",\_→8,"fixed fraction (0.3)",114.71875
3_AFP,"relative time (0.25)",\_→8,"fixed fraction (0.5)",121.3031
3_AFP,"relative time (0.25)",\_→8,"host speed (0.5)",115.39586666666666
3_AFP,"relative time (0.25)",\_→8,"host speed (0.7)",115.39586666666666
3_AFP,"relative time (0.25)",\_→8,"host speed (0.9)",115.39586666666666
3_AFP,"relative time (0.25)","1→1 \_→8","per critical node",110.89296666666667
3_AFP,"relative time (0.25)","1→1 \_→8","fixed fraction (0.1)",99.57955
3_AFP,"relative time (0.25)","1→1 \_→8","fixed fraction (0.3)",95.9022
3_AFP,"relative time (0.25)","1→1 \_→8","fixed fraction (0.5)",101.5056
3_AFP,"relative time (0.25)","1→1 \_→8","host speed (0.5)",96.79721666666667
3_AFP,"relative time (0.25)","1→1 \_→8","host speed (0.7)",96.79721666666667
3_AFP,"relative time (0.25)","1→1 \_→8","host speed (0.9)",96.79721666666667
3_AFP,"relative time (0.25)","1→1 5→4 \_→8","per critical node",90.01203333333333
3_AFP,"relative time (0.25)","1→1 5→4 \_→8","fixed fraction (0.1)",90.79893333333334
3_AFP,"relative time (0.25)","1→1 5→4 \_→8","fixed fraction (0.3)",81.17646666666667
3_AFP,"relative time (0.25)","1→1 5→4 \_→8","fixed fraction (0.5)",82.362
3_AFP,"relative time (0.25)","1→1 5→4 \_→8","host speed (0.5)",79.4628
3_AFP,"relative time (0.25)","1→1 5→4 \_→8","host speed (0.7)",79.4628
3_AFP,"relative time (0.25)","1→1 5→4 \_→8","host speed (0.9)",79.4628
3_AFP,"relative time (0.25)","1→1 5→2 10→4 \_→8","per critical node",92.6147
3_AFP,"relative time (0.25)","1→1 5→2 10→4 \_→8","fixed fraction (0.1)",95.38821666666666
3_AFP,"relative time (0.25)","1→1 5→2 10→4 \_→8","fixed fraction (0.3)",75.2758
3_AFP,"relative time (0.25)","1→1 5→2 10→4 \_→8","fixed fraction (0.5)",92.03435
3_AFP,"relative time (0.25)","1→1 5→2 10→4 \_→8","host speed (0.5)",93.04708333333333
3_AFP,"relative time (0.25)","1→1 5→2 10→4 \_→8","host speed (0.7)",93.04708333333333
3_AFP,"relative time (0.25)","1→1 5→2 10→4 \_→8","host speed (0.9)",93.04708333333333
3_AFP,"relative time (0.25)","2→1 \_→8","per critical node",104.77488333333334
3_AFP,"relative time (0.25)","2→1 \_→8","fixed fraction (0.1)",101.31373333333333
3_AFP,"relative time (0.25)","2→1 \_→8","fixed fraction (0.3)",90.00841666666666
3_AFP,"relative time (0.25)","2→1 \_→8","fixed fraction (0.5)",94.92486666666667
3_AFP,"relative time (0.25)","2→1 \_→8","host speed (0.5)",94.93555
3_AFP,"relative time (0.25)","2→1 \_→8","host speed (0.7)",94.93555
3_AFP,"relative time (0.25)","2→1 \_→8","host speed (0.9)",94.93555
3_AFP,"relative time (0.25)","2→1 10→4 \_→8","per critical node",111.45768333333334
3_AFP,"relative time (0.25)","2→1 10→4 \_→8","fixed fraction (0.1)",146.31033333333335
3_AFP,"relative time (0.25)","2→1 10→4 \_→8","fixed fraction (0.3)",84.7129
3_AFP,"relative time (0.25)","2→1 10→4 \_→8","fixed fraction (0.5)",86.89056666666667
3_AFP,"relative time (0.25)","2→1 10→4 \_→8","host speed (0.5)",86.66485
3_AFP,"relative time (0.25)","2→1 10→4 \_→8","host speed (0.7)",86.66485
3_AFP,"relative time (0.25)","2→1 10→4 \_→8","host speed (0.9)",86.66485
3_AFP,"relative time (0.25)","2→1 10→2 20→4 \_→8","per critical node",91.0321
3_AFP,"relative time (0.25)","2→1 10→2 20→4 \_→8","fixed fraction (0.1)",96.77685
3_AFP,"relative time (0.25)","2→1 10→2 20→4 \_→8","fixed fraction (0.3)",92.35078333333334
3_AFP,"relative time (0.25)","2→1 10→2 20→4 \_→8","fixed fraction (0.5)",100.29353333333333
3_AFP,"relative time (0.25)","2→1 10→2 20→4 \_→8","host speed (0.5)",107.86423333333333
3_AFP,"relative time (0.25)","2→1 10→2 20→4 \_→8","host speed (0.7)",107.86423333333333
3_AFP,"relative time (0.25)","2→1 10→2 20→4 \_→8","host speed (0.9)",107.86423333333333
